epoch,acc,loss,val_acc,val_loss
0,0.7238333333333333,1.2821685784657797,0.822,1.151756760597229
1,0.8012499998410543,1.1754342263539632,0.825,1.1362653183937073
2,0.8230833333333333,1.1349574842453003,0.813,1.1556775970458983
3,0.8409999998410543,1.1046944920221964,0.823,1.1363417315483093
4,0.8541666666666666,1.0792173296610514,0.831,1.125340184211731
5,0.8673333331743877,1.0569139655431112,0.8285,1.130891004562378
6,0.8775,1.0341752735773722,0.8245,1.1317129378318787
7,0.8865833331743876,1.0143704226811727,0.81875,1.1406940245628356
8,0.8975000001589457,0.993978109995524,0.85225,1.0882826080322265
9,0.9085000001589457,0.9741427507400513,0.843,1.0985761709213258
10,0.91825,0.9538559691111247,0.8365,1.118926016807556
11,0.9276666666666666,0.9363750638961792,0.83025,1.1310350227355956
12,0.93775,0.9160180670420329,0.81125,1.1796988372802735
13,0.9474999998410543,0.8939113357861836,0.832,1.1310512404441833
14,0.9580833333333333,0.8756818792025248,0.821,1.1572398791313172
15,0.9650833331743877,0.8589659328460694,0.822,1.1667233901023866
16,0.9732500001589457,0.8389537916183472,0.842,1.1449550566673279
17,0.9819999998410542,0.8220654956499736,0.79625,1.266876799106598
18,0.9881666668256124,0.806094622929891,0.83025,1.1831943016052247
19,0.9909999998410542,0.7932579712867737,0.80675,1.2735835466384888
20,0.9950833333333333,0.7830000494321188,0.81375,1.282586233139038
21,0.9950833333333333,0.7757354063987731,0.81575,1.2866799216270446
22,0.9974166666666666,0.7669749639829,0.798,1.355634340286255
23,0.99775,0.7632475360234579,0.807,1.3425862097740173
24,0.9995,0.7564649068514506,0.775,1.5370090055465697
25,0.9991666665077209,0.7537806785901388,0.81075,1.3819074020385742
26,0.9995,0.7512659999529521,0.79725,1.4215731344223022
27,0.9996666666666667,0.7481320985158284,0.79925,1.4368346190452577
28,0.9999166666666667,0.7460788901646932,0.805,1.4141986627578735
29,0.99975,0.745725793838501,0.821,1.392846745967865
30,0.9999166666666667,0.7427466257413229,0.81675,1.4093570880889892
31,1.0,0.7418316481908163,0.8105,1.4571095790863038
32,0.99975,0.7415996672312418,0.801,1.5052127265930175
33,0.9999166666666667,0.7401805483500162,0.81075,1.4754386577606202
34,0.9999166666666667,0.7393083782196045,0.82275,1.4340860452651978
35,0.9999166666666667,0.7387450927098592,0.82725,1.3989261350631714
36,1.0,0.7375113534927368,0.8155,1.4831789064407348
37,0.9998333333333334,0.7372218743960063,0.82175,1.4574763894081115
38,1.0,0.7365165559450785,0.819,1.4759135394096374
39,1.0,0.7358242468833923,0.81525,1.4885388860702515
40,1.0,0.7350510387420655,0.81175,1.5227260031700134
41,1.0,0.7346671528816223,0.815,1.5124674620628358
42,1.0,0.7342150166829428,0.81775,1.4966004333496095
43,1.0,0.7341562237739563,0.81275,1.5352534608840942
44,0.9999166666666667,0.7337054705619812,0.82225,1.4907219972610473
45,1.0,0.7331865423520406,0.8155,1.5278451690673829
46,1.0,0.7326358232498169,0.79975,1.6054434356689453
47,1.0,0.7324022118250529,0.809,1.5725163974761962
48,1.0,0.7317425570487976,0.81975,1.533681101322174
49,1.0,0.7314432357152303,0.8245,1.5115545477867127
50,1.0,0.7312372388839722,0.8175,1.545379539012909
51,1.0,0.7306626238822937,0.816,1.5616737823486329
52,1.0,0.7302043639818827,0.8085,1.583405993461609
53,1.0,0.7298702723185221,0.81075,1.576605284690857
54,1.0,0.7296556930541992,0.816,1.5691468477249146
55,1.0,0.7291900513966878,0.813,1.5853467149734497
56,1.0,0.7291363414128621,0.82075,1.5313255696296693
57,1.0,0.7286742963790893,0.8145,1.5687582640647888
58,1.0,0.7282684790293376,0.81525,1.576036183834076
59,1.0,0.7281797674496968,0.81125,1.6141116127967834
60,1.0,0.7278363831837972,0.80575,1.6304484038352967
61,1.0,0.7275878092447917,0.8065,1.6250863018035888
62,1.0,0.7270497476259867,0.816,1.5818662452697754
63,1.0,0.7268331211407979,0.818,1.5715177760124206
64,1.0,0.7265352528889973,0.81225,1.604875864505768
65,1.0,0.7262698828379314,0.8145,1.600119342803955
66,1.0,0.7261380653381347,0.80075,1.6688542594909668
67,1.0,0.7255203598340353,0.818,1.5929597406387328
68,1.0,0.7252199153900146,0.8075,1.6353242330551148
69,1.0,0.724960000038147,0.82025,1.5628371648788453
70,1.0,0.7246671915054321,0.8185,1.6064045162200928
71,1.0,0.7245071085294088,0.8085,1.6349092621803283
72,1.0,0.7240324268341064,0.817,1.5883116989135742
73,1.0,0.723668821811676,0.815,1.611310399055481
74,1.0,0.7234847138722738,0.807,1.6576278352737426
75,1.0,0.7233602031071981,0.80725,1.6552683205604553
76,1.0,0.7228777027130127,0.8145,1.6207761368751525
77,1.0,0.7225154717763265,0.8135,1.6367504711151124
78,1.0,0.7222873385747274,0.816,1.6236685185432433
79,1.0,0.7220147643089294,0.8115,1.6411001400947571
80,1.0,0.7216564653714498,0.815,1.6369229445457458
81,1.0,0.721478149096171,0.8195,1.6046848511695861
82,1.0,0.7211586788495382,0.8105,1.652059024810791
83,1.0,0.7208881231943767,0.8095,1.66775914144516
84,1.0,0.7205571873982748,0.82125,1.6094385843276977
85,1.0,0.7202530638376872,0.818,1.6165328321456909
86,1.0,0.7200386705398559,0.8075,1.6774846892356872
87,1.0,0.7198860100110371,0.801,1.6908124270439149
88,1.0,0.7194998366038005,0.8125,1.6549300370216369
89,1.0,0.7191433006922404,0.81775,1.6440634984970093
90,1.0,0.7189631360371908,0.7995,1.7229168872833251
91,1.0,0.7186691009203593,0.81025,1.685511815071106
92,1.0,0.7183152573903402,0.8165,1.6513243870735168
93,1.0,0.7181141724586487,0.81875,1.6340877809524537
94,1.0,0.7178152017593383,0.809,1.6822135066986084
95,1.0,0.7175882727305094,0.81475,1.6608808822631835
96,1.0,0.7173678963979085,0.8155,1.6577095642089843
97,1.0,0.716984142780304,0.80575,1.7065076065063476
98,1.0,0.7166077631314596,0.814,1.6675444355010987
99,1.0,0.716416808128357,0.8105,1.6842261929512023
